overall,reviewText,summary
3,"I ordered these as workout shoes because I had just purchased a pair of Salomon hiking shoes that I love. I ordered the same size, but they were too small, and I had to return them.",... purchased a pair of Salomon hiking shoes that I love. I ordered the same size
3,"The fit was larger than expected.  Perhaps order a half size down in you are considering.  The leather also seemed thinner and lower quality than it should be for a shoe in the price range, however I returned because of the fit issue so I can't comment on how well these wear over time.",Just ok...
3,Good for go shopping,Three Stars
3,It's okay. Not as good as I had hoped it would be. Material is thin,Just okay
3,Orders other colors but this particular one ran much smaller .,Three Stars
3,"This dress fits my daughter very well and looks great. It's a bit longer than I thought it would be, around mid-calf. Also, the outer shell material is very snaggy so probably won't last very long.","Looks Great, Snags Easily"
3,"I love the look of this bag but it came with a horrible stench. I had to stuff it with fabric softer sheets and let it air out for a while until it finally went away. After some mild use the stitching by one of the bottle holders on the side became loose, but above all else, this bag rocks.",I love the look of this bag but it came with ...
3,A pity that you can not get the skin inside,A pity that you can not get the skin
3,cute but doesnt cover the head well. ears and top part of neck doesnt fit well.,Three Stars
3,The face of the watch is great the rest of watch no good band to big can not adjust will return,The face of the watch is great the rest of watch no good band to big ...
3,"I was expecting a slim-fit one; however, these shorts really flare out. They are too wide on the leg opening.

I'm 5'10', 155 lb with an athletic build.",The shorts flare out
3,"I'm keeping because they were purchased on sale, but I have had better luck with their open-toe wedge booties- the separate heel just makes these too uncomfortable for me to wear as an all-day option.",Cute but can't wear all day
3,"a little large ,not very large.","a little large, not very large."
3,There ok,Three Stars
3,"I have not worn it yet, tried it on after I washed it, and the breast area seemed a little high, not in the right place, well see","I have not worn it yet, tried it on ..."
3,Like the soft lace item much better as it feels better on the skin than this item plus it's warmer and a bit larger in fit.,Like the soft lace item much better as it feels ...
3,"It fits for my female relative, so it's not bad.",so it's not bad.
3,River shoes for yearly fishing trip - would not use for other purpose,Three Stars
3,"Print is cheap. You'd think a twin's shirt would be sized for someone that has twins down there. But size is a bit smaller than you'd think, there is a line running down the side, looks like a bad screen print job.  Shipping was ultra fast.","It works for one time use, but that is about it.  Order a size larger than you think."
3,inside lining tore,Three Stars
3,Too thin,Three Stars
3,"Wanted to like, length correct to size,  but sloppy fit across upper.",Too large across upper no way to adjust
3,Just as we expected. Nice material and nice printing,High quality material
3,A little wide at the bottle!,Three Stars
3,Size runs SMALL. I need to return.,Three Stars
3,"These are bulky, I like Finis toddler size 4 a lot better.",I like Finis toddler size 4 a lot better
3,"Body of the hat seems flimsy dry..
Wonder what it will be like when wet",Wonder what it will be like when
3,They broke after less than a month.,Not great but not terrible
3,Just OK,What I expected
3,I ordered my usual size but it was much too small. Too tight around the shoulders and the elastic around the top couldn't stretch down as shown in the picture,I ordered my usual size but it was much too ...
3,Material was kinda of cheap. But I guess for the price off the items it was worth. You definitely get what u pay for.,Material was kinda of cheap. But I guess for ...
3,Beatifil well crafted shoes. However they were clearly designed for someone with King thin calves which I don't have.,Beatifil well crafted shoes. However they were clearly designed ...
3,"Fit as expected, it's nice!",Nice dress
3,"could be a little bigger.  States you can put tissue pack on this side but that is impossible.  but it does what I baought it for and that was to carry little items like bandaids, wipes etc.","but it does what I baought it for and that was to carry little items like bandaids, wipes etc"
3,"it's smaller than what I expected, like really tiny.",like really tiny
3,Nothing like picture,Three Stars
3,"I am petite and ordered the smallest size. It was way too big, bagging around my legs and butt. The quality was okay but the size is horrible. I had to return and they don't offer anything smaller.",Way too big
3,"Cute shirt but extremely small. I wear a large and have big boobs so, based on the reviews, I ordered an xxl. It is skin tight. I feel a little bit like choking on the neck too.
But is sure is cute! And Hubby loves it! ;)",Cute but way small.
